file_id,file_path,directory,file_type,size_bytes,analyzed,summary,issues_found,importance,status
760,core\contracts\risk.py,core\contracts,.py,1773,no,,,,pending
761,core\contracts\signal_trust.py,core\contracts,.py,3697,no,,,,pending
762,core\contracts\simulation.py,core\contracts,.py,4890,no,,,,pending
763,core\contracts\source_trust_promotions.py,core\contracts,.py,7267,no,,,,pending
764,core\contracts\state.py,core\contracts,.py,5442,no,,,,pending
765,core\contracts\strategy_registry.py,core\contracts,.py,6096,no,,,,pending
766,core\contracts\system_governance.py,core\contracts,.py,5373,no,,,,pending
767,core\contracts\time.py,core\contracts,.py,4048,no,,,,pending
768,core\contracts\trader_intelligence.py,core\contracts,.py,12840,no,,,,pending
769,core\contracts\translation.py,core\contracts,.py,5528,no,,,,pending
770,core\contracts\__init__.py,core\contracts,.py,2536,no,,,,pending
771,core\contracts\api\backtest_ingestion.py,core\contracts\api,.py,2581,no,,,,pending
772,core\contracts\api\cognitive_chat.py,core\contracts\api,.py,6353,no,,,,pending
773,core\contracts\api\cognitive_chat_approvals.py,core\contracts\api,.py,8648,no,,,,pending
774,core\contracts\api\credentials.py,core\contracts\api,.py,2080,no,,,,pending
775,core\contracts\api\governance.py,core\contracts\api,.py,3488,no,,,,pending
776,core\contracts\api\operator.py,core\contracts\api,.py,16368,no,,,,pending
777,core\contracts\api\source_trust.py,core\contracts\api,.py,4225,no,,,,pending
778,core\contracts\api\__init__.py,core\contracts\api,.py,0,no,,,,pending
779,core\event_cognition\lava_patterns.py,core\event_cognition,.py,28904,no,,,,pending
780,core\event_cognition\__init__.py,core\event_cognition,.py,760,no,,,,pending
781,core\ontology\audit_trail.py,core\ontology,.py,1742,no,,,,pending
782,core\ontology\base.py,core\ontology,.py,1852,no,,,,pending
783,core\ontology\belief.py,core\ontology,.py,911,no,,,,pending
784,core\ontology\cognitive_audit_trail.py,core\ontology,.py,1538,no,,,,pending
785,core\ontology\cognitive_versioning.py,core\ontology,.py,1889,no,,,,pending
786,core\ontology\evidence.py,core\ontology,.py,901,no,,,,pending
787,core\ontology\execution.py,core\ontology,.py,1016,no,,,,pending
788,core\ontology\knowledge.py,core\ontology,.py,864,no,,,,pending
789,core\ontology\market.py,core\ontology,.py,799,no,,,,pending
790,core\ontology\market_theory_layer.py,core\ontology,.py,3722,no,,,,pending
791,core\ontology\portfolio.py,core\ontology,.py,914,no,,,,pending
792,core\ontology\strategy.py,core\ontology,.py,1187,no,,,,pending
793,core\ontology\theory.py,core\ontology,.py,1054,no,,,,pending
794,core\ontology\trader.py,core\ontology,.py,1088,no,,,,pending
795,core\ontology\__init__.py,core\ontology,.py,1263,no,,,,pending
796,core\runtime\async_runtime.py,core\runtime,.py,1785,no,,,,pending
797,core\runtime\coroutine_manager.py,core\runtime,.py,1407,no,,,,pending
798,core\runtime\execution_context.py,core\runtime,.py,1805,no,,,,pending
799,core\runtime\runtime_state.py,core\runtime,.py,1088,no,,,,pending
800,core\runtime\__init__.py,core\runtime,.py,577,no,,,,pending
801,custom_skills\analyze_repository.py,custom_skills,.py,4563,no,,,,pending
802,custom_skills\analyze_wallet.py,custom_skills,.py,9765,no,,,,pending
803,custom_skills\research_coin.py,custom_skills,.py,6761,no,,,,pending
804,custom_skills\__init__.py,custom_skills,.py,467,no,,,,pending
805,dashboard2026\.dockerignore,dashboard2026,no_extension,309,no,,,,pending
806,dashboard2026\Dockerfile,dashboard2026,no_extension,284,no,,,,pending
807,dashboard2026\eslint.config.js,dashboard2026,.js,763,no,,,,pending
808,dashboard2026\package-lock.json,dashboard2026,.json,143141,no,,,,pending
809,dashboard2026\package.json,dashboard2026,.json,1198,no,,,,pending
810,dashboard2026\pnpm-lock.yaml,dashboard2026,.yaml,83657,no,,,,pending
811,dashboard2026\postcss.config.js,dashboard2026,.js,81,no,,,,pending
812,dashboard2026\README.md,dashboard2026,.md,2550,no,,,,pending
813,dashboard2026\state_sync.py,dashboard2026,.py,2239,no,,,,pending
814,dashboard2026\tailwind.config.js,dashboard2026,.js,1380,no,,,,pending
815,dashboard2026\tsconfig.app.json,dashboard2026,.json,621,no,,,,pending
816,dashboard2026\tsconfig.json,dashboard2026,.json,119,no,,,,pending
817,dashboard2026\tsconfig.node.json,dashboard2026,.json,503,no,,,,pending
818,dashboard2026\views.py,dashboard2026,.py,3363,no,,,,pending
819,dashboard2026\vite.config.ts,dashboard2026,.ts,2432,no,,,,pending
820,dashboard2026\websocket_layer.py,dashboard2026,.py,2387,no,,,,pending
821,dashboard2026\__init__.py,dashboard2026,.py,77,no,,,,pending
822,dashboard2026\src\App.tsx,dashboard2026\src,.tsx,9349,no,,,,pending
823,dashboard2026\src\main.tsx,dashboard2026\src,.tsx,857,no,,,,pending
824,dashboard2026\src\router.ts,dashboard2026\src,.ts,3773,no,,,,pending
825,dashboard2026\src\vite-env.d.ts,dashboard2026\src,.ts,159,no,,,,pending
826,dashboard2026\src\api\alerts.ts,dashboard2026\src\api,.ts,775,no,,,,pending
827,dashboard2026\src\api\audit.ts,dashboard2026\src\api,.ts,3623,no,,,,pending
828,dashboard2026\src\api\base.ts,dashboard2026\src\api,.ts,732,no,,,,pending
829,dashboard2026\src\api\cognitive.ts,dashboard2026\src\api,.ts,16608,no,,,,pending
830,dashboard2026\src\api\cognitive_chat.ts,dashboard2026\src\api,.ts,3488,no,,,,pending
831,dashboard2026\src\api\credentials.ts,dashboard2026\src\api,.ts,836,no,,,,pending
832,dashboard2026\src\api\dashboard.ts,dashboard2026\src\api,.ts,836,no,,,,pending
833,dashboard2026\src\api\fabric.ts,dashboard2026\src\api,.ts,5361,no,,,,pending
834,dashboard2026\src\api\governance.ts,dashboard2026\src\api,.ts,3662,no,,,,pending
835,dashboard2026\src\api\memory.ts,dashboard2026\src\api,.ts,6584,no,,,,pending
836,dashboard2026\src\api\operator.ts,dashboard2026\src\api,.ts,4872,no,,,,pending
837,dashboard2026\src\api\plugins.ts,dashboard2026\src\api,.ts,2106,no,,,,pending
838,dashboard2026\src\api\scout.ts,dashboard2026\src\api,.ts,990,no,,,,pending
839,dashboard2026\src\api\signals.ts,dashboard2026\src\api,.ts,12311,no,,,,pending
840,dashboard2026\src\api\simulation.ts,dashboard2026\src\api,.ts,9188,no,,,,pending
841,dashboard2026\src\api\strategies.ts,dashboard2026\src\api,.ts,2829,no,,,,pending
842,dashboard2026\src\api\syshealth.ts,dashboard2026\src\api,.ts,827,no,,,,pending
843,dashboard2026\src\api\testing.ts,dashboard2026\src\api,.ts,2457,no,,,,pending
844,dashboard2026\src\api\voicealerts.ts,dashboard2026\src\api,.ts,1467,no,,,,pending
845,dashboard2026\src\components\AdapterStatusGrid.tsx,dashboard2026\src\components,.tsx,3754,no,,,,pending
846,dashboard2026\src\components\ApprovalPanel.tsx,dashboard2026\src\components,.tsx,6009,no,,,,pending
847,dashboard2026\src\components\AssetGrid.tsx,dashboard2026\src\components,.tsx,2948,no,,,,pending
848,dashboard2026\src\components\AuthorityViolationCounter.tsx,dashboard2026\src\components,.tsx,819,no,,,,pending
849,dashboard2026\src\components\AutonomyRibbon.tsx,dashboard2026\src\components,.tsx,2281,no,,,,pending
850,dashboard2026\src\components\CognitiveHealthStrip.tsx,dashboard2026\src\components,.tsx,3127,no,,,,pending
851,dashboard2026\src\components\CommandPalette.tsx,dashboard2026\src\components,.tsx,7282,no,,,,pending
852,dashboard2026\src\components\DomainIndicator.tsx,dashboard2026\src\components,.tsx,1697,no,,,,pending
853,dashboard2026\src\components\EngineBucketBadge.tsx,dashboard2026\src\components,.tsx,514,no,,,,pending
854,dashboard2026\src\components\HotkeyConfigurator.tsx,dashboard2026\src\components,.tsx,4092,no,,,,pending
855,dashboard2026\src\components\KillSwitchPill.tsx,dashboard2026\src\components,.tsx,302,no,,,,pending
856,dashboard2026\src\components\LiveStatusPill.tsx,dashboard2026\src\components,.tsx,4320,no,,,,pending
857,dashboard2026\src\components\MockDataBanner.tsx,dashboard2026\src\components,.tsx,1716,no,,,,pending
858,dashboard2026\src\components\ModeRibbon.tsx,dashboard2026\src\components,.tsx,11242,no,,,,pending
859,dashboard2026\src\components\ModeTimeline.tsx,dashboard2026\src\components,.tsx,1302,no,,,,pending
860,dashboard2026\src\components\PadlockFloors.tsx,dashboard2026\src\components,.tsx,2227,no,,,,pending
861,dashboard2026\src\components\PlaceholderWidget.tsx,dashboard2026\src\components,.tsx,1922,no,,,,pending
862,dashboard2026\src\components\PopoutButton.tsx,dashboard2026\src\components,.tsx,979,no,,,,pending
863,dashboard2026\src\components\PreferencesBar.tsx,dashboard2026\src\components,.tsx,5946,no,,,,pending
864,dashboard2026\src\components\PromoteChain.tsx,dashboard2026\src\components,.tsx,2307,no,,,,pending
865,dashboard2026\src\components\Sidebar.tsx,dashboard2026\src\components,.tsx,12011,no,,,,pending
866,dashboard2026\src\components\StateBadge.tsx,dashboard2026\src\components,.tsx,616,no,,,,pending
867,dashboard2026\src\components\ToastHost.tsx,dashboard2026\src\components,.tsx,1403,no,,,,pending
868,dashboard2026\src\components\TradingStatusPill.tsx,dashboard2026\src\components,.tsx,640,no,,,,pending
869,dashboard2026\src\components\WidgetSlot.tsx,dashboard2026\src\components,.tsx,1042,no,,,,pending
870,dashboard2026\src\components\WidgetStatusChip.tsx,dashboard2026\src\components,.tsx,2541,no,,,,pending
871,dashboard2026\src\components\WidgetTogglePanel.tsx,dashboard2026\src\components,.tsx,6685,no,,,,pending
872,dashboard2026\src\components\agent\DyonActivityPanel.tsx,dashboard2026\src\components\agent,.tsx,5404,no,,,,pending
873,dashboard2026\src\components\agent\GlobalEventFeed.tsx,dashboard2026\src\components\agent,.tsx,13996,no,,,,pending
874,dashboard2026\src\components\agent\IndiraActivityPanel.tsx,dashboard2026\src\components\agent,.tsx,5411,no,,,,pending
875,dashboard2026\src\components\agent\Panel.tsx,dashboard2026\src\components\agent,.tsx,4549,no,,,,pending
876,dashboard2026\src\components\agent\SharedActivityPanel.tsx,dashboard2026\src\components\agent,.tsx,4970,no,,,,pending
877,dashboard2026\src\components\ui\alert.tsx,dashboard2026\src\components\ui,.tsx,836,no,,,,pending
878,dashboard2026\src\components\ui\badge.tsx,dashboard2026\src\components\ui,.tsx,1351,no,,,,pending
879,dashboard2026\src\components\ui\card.tsx,dashboard2026\src\components\ui,.tsx,1186,no,,,,pending
880,dashboard2026\src\components\ui\ease-transition.tsx,dashboard2026\src\components\ui,.tsx,815,no,,,,pending
881,dashboard2026\src\components\ui\index.ts,dashboard2026\src\components\ui,.ts,210,no,,,,pending
882,dashboard2026\src\components\ui\natural-shape.tsx,dashboard2026\src\components\ui,.tsx,1141,no,,,,pending
883,dashboard2026\src\components\ui\organic-container.tsx,dashboard2026\src\components\ui,.tsx,1032,no,,,,pending
884,dashboard2026\src\components\ui\skeleton.tsx,dashboard2026\src\components\ui,.tsx,311,no,,,,pending
885,dashboard2026\src\components\ui\textured-surface.tsx,dashboard2026\src\components\ui,.tsx,1495,no,,,,pending
886,dashboard2026\src\components\workspace\IndiraCognitivePanel.tsx,dashboard2026\src\components\workspace,.tsx,19462,no,,,,pending
887,dashboard2026\src\components\workspace\IndiraContextPanel.tsx,dashboard2026\src\components\workspace,.tsx,27404,no,,,,pending
888,dashboard2026\src\config\dev.ts,dashboard2026\src\config,.ts,689,no,,,,pending
889,dashboard2026\src\context\AgentOpsContext.tsx,dashboard2026\src\context,.tsx,7988,no,,,,pending
890,dashboard2026\src\hooks\useWebSocketWithMock.ts,dashboard2026\src\hooks,.ts,2175,no,,,,pending
891,dashboard2026\src\lib\fuzzy.ts,dashboard2026\src\lib,.ts,1269,no,,,,pending
892,dashboard2026\src\lib\utils.ts,dashboard2026\src\lib,.ts,110,no,,,,pending
893,dashboard2026\src\lib\mock\mockAgentData.ts,dashboard2026\src\lib\mock,.ts,13606,no,,,,pending
894,dashboard2026\src\lib\websocket\AgentWebSocketManager.ts,dashboard2026\src\lib\websocket,.ts,9891,no,,,,pending
895,dashboard2026\src\pages\AdaptersPage.tsx,dashboard2026\src\pages,.tsx,5289,no,,,,pending
896,dashboard2026\src\pages\AgentOpsPage.tsx,dashboard2026\src\pages,.tsx,7620,no,,,,pending
897,dashboard2026\src\pages\AIPage.tsx,dashboard2026\src\pages,.tsx,2007,no,,,,pending
898,dashboard2026\src\pages\AlertsPage.tsx,dashboard2026\src\pages,.tsx,3271,no,,,,pending
899,dashboard2026\src\pages\architecture_view.tsx,dashboard2026\src\pages,.tsx,4752,no,,,,pending
900,dashboard2026\src\pages\AuditPage.tsx,dashboard2026\src\pages,.tsx,11696,no,,,,pending
901,dashboard2026\src\pages\ChartingPage.tsx,dashboard2026\src\pages,.tsx,2925,no,,,,pending
902,dashboard2026\src\pages\CognitiveChatPage.tsx,dashboard2026\src\pages,.tsx,8386,no,,,,pending
903,dashboard2026\src\pages\CredentialsPage.tsx,dashboard2026\src\pages,.tsx,5743,no,,,,pending
904,dashboard2026\src\pages\DyonLearningPage.tsx,dashboard2026\src\pages,.tsx,1582,no,,,,pending
905,dashboard2026\src\pages\FabricPage.tsx,dashboard2026\src\pages,.tsx,25333,no,,,,pending
906,dashboard2026\src\pages\FormsPage.tsx,dashboard2026\src\pages,.tsx,4926,no,,,,pending
907,dashboard2026\src\pages\GovernancePage.tsx,dashboard2026\src\pages,.tsx,2806,no,,,,pending
908,dashboard2026\src\pages\HazardsPage.tsx,dashboard2026\src\pages,.tsx,3081,no,,,,pending
909,dashboard2026\src\pages\IndiraLearningPage.tsx,dashboard2026\src\pages,.tsx,1658,no,,,,pending
910,dashboard2026\src\pages\IndiraWorkspacePage.tsx,dashboard2026\src\pages,.tsx,11924,no,,,,pending
911,dashboard2026\src\pages\LedgerPage.tsx,dashboard2026\src\pages,.tsx,4013,no,,,,pending
912,dashboard2026\src\pages\MarketContextPage.tsx,dashboard2026\src\pages,.tsx,2230,no,,,,pending
913,dashboard2026\src\pages\MemoryPage.tsx,dashboard2026\src\pages,.tsx,27060,no,,,,pending
914,dashboard2026\src\pages\ObservatoryPage.tsx,dashboard2026\src\pages,.tsx,227,no,,,,pending
915,dashboard2026\src\pages\OnChainPage.tsx,dashboard2026\src\pages,.tsx,1232,no,,,,pending
916,dashboard2026\src\pages\OpenOrdersFillsPage.tsx,dashboard2026\src\pages,.tsx,5844,no,,,,pending
917,dashboard2026\src\pages\OperatorPage.tsx,dashboard2026\src\pages,.tsx,18705,no,,,,pending
918,dashboard2026\src\pages\OrderFlowPage.tsx,dashboard2026\src\pages,.tsx,2060,no,,,,pending
919,dashboard2026\src\pages\PluginsPage.tsx,dashboard2026\src\pages,.tsx,7539,no,,,,pending
920,dashboard2026\src\pages\PositionsPage.tsx,dashboard2026\src\pages,.tsx,1908,no,,,,pending
921,dashboard2026\src\pages\RiskPage.tsx,dashboard2026\src\pages,.tsx,2003,no,,,,pending
922,dashboard2026\src\pages\ScoutPage.tsx,dashboard2026\src\pages,.tsx,4157,no,,,,pending
923,dashboard2026\src\pages\SecurityPage.tsx,dashboard2026\src\pages,.tsx,5985,no,,,,pending
924,dashboard2026\src\pages\SignalsPage.tsx,dashboard2026\src\pages,.tsx,10284,no,,,,pending
925,dashboard2026\src\pages\SimulationPage.tsx,dashboard2026\src\pages,.tsx,26368,no,,,,pending
926,dashboard2026\src\pages\StrategiesPage.tsx,dashboard2026\src\pages,.tsx,5680,no,,,,pending
927,dashboard2026\src\pages\SystemHealthPage.tsx,dashboard2026\src\pages,.tsx,5631,no,,,,pending
928,dashboard2026\src\pages\TestingPage.tsx,dashboard2026\src\pages,.tsx,3070,no,,,,pending
929,dashboard2026\src\pages\TradingPage.tsx,dashboard2026\src\pages,.tsx,1793,no,,,,pending
930,dashboard2026\src\pages\asset\AssetPageShell.tsx,dashboard2026\src\pages\asset,.tsx,1264,no,,,,pending
931,dashboard2026\src\pages\asset\DexPage.tsx,dashboard2026\src\pages\asset,.tsx,2223,no,,,,pending
932,dashboard2026\src\pages\asset\ForexPage.tsx,dashboard2026\src\pages\asset,.tsx,3055,no,,,,pending
933,dashboard2026\src\pages\asset\MemecoinPage.tsx,dashboard2026\src\pages\asset,.tsx,4332,no,,,,pending
934,dashboard2026\src\pages\asset\NftPage.tsx,dashboard2026\src\pages\asset,.tsx,2722,no,,,,pending
935,dashboard2026\src\pages\asset\PerpsPage.tsx,dashboard2026\src\pages\asset,.tsx,2282,no,,,,pending
936,dashboard2026\src\pages\asset\SpotPage.tsx,dashboard2026\src\pages\asset,.tsx,2192,no,,,,pending
937,dashboard2026\src\pages\asset\StocksPage.tsx,dashboard2026\src\pages\asset,.tsx,3351,no,,,,pending
938,dashboard2026\src\preferences\store.ts,dashboard2026\src\preferences,.ts,3910,no,,,,pending
939,dashboard2026\src\state\autonomy.ts,dashboard2026\src\state,.ts,3151,no,,,,pending
940,dashboard2026\src\state\cognitive_realtime.ts,dashboard2026\src\state,.ts,3473,no,,,,pending
941,dashboard2026\src\state\hotkeys.ts,dashboard2026\src\state,.ts,6494,no,,,,pending
942,dashboard2026\src\state\popout.ts,dashboard2026\src\state,.ts,1037,no,,,,pending
943,dashboard2026\src\state\realtime.ts,dashboard2026\src\state,.ts,4787,no,,,,pending
944,dashboard2026\src\state\toast.ts,dashboard2026\src\state,.ts,1721,no,,,,pending
945,dashboard2026\src\state\widgetVisibility.ts,dashboard2026\src\state,.ts,19872,no,,,,pending
946,dashboard2026\src\types\agent\index.ts,dashboard2026\src\types\agent,.ts,10931,no,,,,pending
947,dashboard2026\src\types\generated\api.ts,dashboard2026\src\types\generated,.ts,4591,no,,,,pending
948,dashboard2026\src\types\workspace\index.ts,dashboard2026\src\types\workspace,.ts,15335,no,,,,pending
949,dashboard2026\src\ui\toast.ts,dashboard2026\src\ui,.ts,1250,no,,,,pending
950,dashboard2026\src\widgets\AlertsHub.tsx,dashboard2026\src\widgets,.tsx,4976,no,,,,pending
951,dashboard2026\src\widgets\ChartPanel.tsx,dashboard2026\src\widgets,.tsx,12731,no,,,,pending
952,dashboard2026\src\widgets\CognitiveObservatory.tsx,dashboard2026\src\widgets,.tsx,47806,no,,,,pending
953,dashboard2026\src\widgets\CoherencePanel.tsx,dashboard2026\src\widgets,.tsx,6265,no,,,,pending
954,dashboard2026\src\widgets\CommandPalette.tsx,dashboard2026\src\widgets,.tsx,3824,no,,,,pending
955,dashboard2026\src\widgets\DensityProvider.tsx,dashboard2026\src\widgets,.tsx,2497,no,,,,pending
956,dashboard2026\src\widgets\DepthLadder.tsx,dashboard2026\src\widgets,.tsx,3007,no,,,,pending
957,dashboard2026\src\widgets\DyonArchitectureStream.tsx,dashboard2026\src\widgets,.tsx,12612,no,,,,pending
958,dashboard2026\src\widgets\DyonChat.tsx,dashboard2026\src\widgets,.tsx,6170,no,,,,pending
959,dashboard2026\src\widgets\DyonLearningMode.tsx,dashboard2026\src\widgets,.tsx,15422,no,,,,pending
960,dashboard2026\src\widgets\DyonWorkspace.tsx,dashboard2026\src\widgets,.tsx,42252,no,,,,pending
961,dashboard2026\src\widgets\IndiraChat.tsx,dashboard2026\src\widgets,.tsx,6358,no,,,,pending
962,dashboard2026\src\widgets\IndiraCognitiveStream.tsx,dashboard2026\src\widgets,.tsx,11154,no,,,,pending
963,dashboard2026\src\widgets\IndiraConsciousnessPanel.tsx,dashboard2026\src\widgets,.tsx,18336,no,,,,pending
964,dashboard2026\src\widgets\IndiraLearningMode.tsx,dashboard2026\src\widgets,.tsx,23261,no,,,,pending
965,dashboard2026\src\widgets\InvariantComplianceDashboard.tsx,dashboard2026\src\widgets,.tsx,7766,no,,,,pending
966,dashboard2026\src\widgets\NewsTicker.tsx,dashboard2026\src\widgets,.tsx,2152,no,,,,pending
967,dashboard2026\src\widgets\OrderForm.tsx,dashboard2026\src\widgets,.tsx,9596,no,,,,pending
968,dashboard2026\src\widgets\PositionsPanel.tsx,dashboard2026\src\widgets,.tsx,3870,no,,,,pending
969,dashboard2026\src\widgets\SLTPBuilder.tsx,dashboard2026\src\widgets,.tsx,21585,no,,,,pending
970,dashboard2026\src\widgets\TimeAndSalesTape.tsx,dashboard2026\src\widgets,.tsx,2271,no,,,,pending
971,dashboard2026\src\widgets\TradingFormTiles.tsx,dashboard2026\src\widgets,.tsx,2798,no,,,,pending
972,dashboard2026\src\widgets\ai\AltSignalDashboard.tsx,dashboard2026\src\widgets\ai,.tsx,5863,no,,,,pending
973,dashboard2026\src\widgets\ai\ASKBOrchestrator.tsx,dashboard2026\src\widgets\ai,.tsx,10141,no,,,,pending
974,dashboard2026\src\widgets\ai\CausalRiskAttribution.tsx,dashboard2026\src\widgets\ai,.tsx,6814,no,,,,pending
975,dashboard2026\src\widgets\ai\CounterfactualPanel.tsx,dashboard2026\src\widgets\ai,.tsx,8030,no,,,,pending
976,dashboard2026\src\widgets\ai\EarningsRAG.tsx,dashboard2026\src\widgets\ai,.tsx,8706,no,,,,pending
977,dashboard2026\src\widgets\ai\IntentExecutionPanel.tsx,dashboard2026\src\widgets\ai,.tsx,8307,no,,,,pending
978,dashboard2026\src\widgets\ai\MultilingualNewsFusion.tsx,dashboard2026\src\widgets\ai,.tsx,7964,no,,,,pending
979,dashboard2026\src\widgets\ai\NLQConsole.tsx,dashboard2026\src\widgets\ai,.tsx,9350,no,,,,pending
980,dashboard2026\src\widgets\ai\SmartMoneyTracker.tsx,dashboard2026\src\widgets\ai,.tsx,6852,no,,,,pending
981,dashboard2026\src\widgets\chart\ADXPanel.tsx,dashboard2026\src\widgets\chart,.tsx,3378,no,,,,pending
982,dashboard2026\src\widgets\chart\ATRPanel.tsx,dashboard2026\src\widgets\chart,.tsx,2495,no,,,,pending
983,dashboard2026\src\widgets\chart\ChartTypeSwitcher.tsx,dashboard2026\src\widgets\chart,.tsx,2711,no,,,,pending
984,dashboard2026\src\widgets\chart\DrawingToolsRail.tsx,dashboard2026\src\widgets\chart,.tsx,3041,no,,,,pending
985,dashboard2026\src\widgets\chart\EquityCurve.tsx,dashboard2026\src\widgets\chart,.tsx,1711,no,,,,pending
986,dashboard2026\src\widgets\chart\HeatmapPanel.tsx,dashboard2026\src\widgets\chart,.tsx,2317,no,,,,pending
987,dashboard2026\src\widgets\chart\MACDPanel.tsx,dashboard2026\src\widgets\chart,.tsx,3882,no,,,,pending
988,dashboard2026\src\widgets\chart\RegimeTimeline.tsx,dashboard2026\src\widgets\chart,.tsx,2267,no,,,,pending
989,dashboard2026\src\widgets\chart\RSIPanel.tsx,dashboard2026\src\widgets\chart,.tsx,3055,no,,,,pending
990,dashboard2026\src\widgets\chart\StochasticPanel.tsx,dashboard2026\src\widgets\chart,.tsx,3076,no,,,,pending
991,dashboard2026\src\widgets\chart\VolumeProfile.tsx,dashboard2026\src\widgets\chart,.tsx,3905,no,,,,pending
992,dashboard2026\src\widgets\dex\GasEstimator.tsx,dashboard2026\src\widgets\dex,.tsx,3308,no,,,,pending
993,dashboard2026\src\widgets\dex\PoolHealth.tsx,dashboard2026\src\widgets\dex,.tsx,4019,no,,,,pending
994,dashboard2026\src\widgets\dex\RouteGraph.tsx,dashboard2026\src\widgets\dex,.tsx,4854,no,,,,pending
995,dashboard2026\src\widgets\domains\DomainPanel.tsx,dashboard2026\src\widgets\domains,.tsx,2044,no,,,,pending
996,dashboard2026\src\widgets\forex\CarryLadder.tsx,dashboard2026\src\widgets\forex,.tsx,3327,no,,,,pending
997,dashboard2026\src\widgets\forex\CentralBankRates.tsx,dashboard2026\src\widgets\forex,.tsx,3994,no,,,,pending
998,dashboard2026\src\widgets\forex\CurrencyStrength.tsx,dashboard2026\src\widgets\forex,.tsx,2810,no,,,,pending
999,dashboard2026\src\widgets\forex\EconomicCalendar.tsx,dashboard2026\src\widgets\forex,.tsx,4082,no,,,,pending
1000,dashboard2026\src\widgets\forex\PipCalc.tsx,dashboard2026\src\widgets\forex,.tsx,4809,no,,,,pending
1001,dashboard2026\src\widgets\forex\SessionClock.tsx,dashboard2026\src\widgets\forex,.tsx,4742,no,,,,pending
1002,dashboard2026\src\widgets\governance\ApprovalQueueWidget.tsx,dashboard2026\src\widgets\governance,.tsx,8073,no,,,,pending
1003,dashboard2026\src\widgets\governance\AuditLedgerViewer.tsx,dashboard2026\src\widgets\governance,.tsx,4983,no,,,,pending
1004,dashboard2026\src\widgets\governance\DriftOraclePanel.tsx,dashboard2026\src\widgets\governance,.tsx,6052,no,,,,pending
1005,dashboard2026\src\widgets\governance\HazardMonitorGrid.tsx,dashboard2026\src\widgets\governance,.tsx,4942,no,,,,pending
1006,dashboard2026\src\widgets\governance\PromotionGatesPanel.tsx,dashboard2026\src\widgets\governance,.tsx,5899,no,,,,pending
1007,dashboard2026\src\widgets\governance\SCVSLivenessGrid.tsx,dashboard2026\src\widgets\governance,.tsx,5781,no,,,,pending
1008,dashboard2026\src\widgets\governance\StrategyRegistryFSM.tsx,dashboard2026\src\widgets\governance,.tsx,5819,no,,,,pending
1009,dashboard2026\src\widgets\market\FearGreed.tsx,dashboard2026\src\widgets\market,.tsx,3602,no,,,,pending
1010,dashboard2026\src\widgets\market\HotMovers.tsx,dashboard2026\src\widgets\market,.tsx,4323,no,,,,pending
1011,dashboard2026\src\widgets\market\IVSurface.tsx,dashboard2026\src\widgets\market,.tsx,3000,no,,,,pending
1012,dashboard2026\src\widgets\market\LongShortRatio.tsx,dashboard2026\src\widgets\market,.tsx,3363,no,,,,pending
1013,dashboard2026\src\widgets\market\OpenInterestPanel.tsx,dashboard2026\src\widgets\market,.tsx,3030,no,,,,pending
1014,dashboard2026\src\widgets\market\PutCallRatio.tsx,dashboard2026\src\widgets\market,.tsx,2868,no,,,,pending
1015,dashboard2026\src\widgets\market\SentimentGauge.tsx,dashboard2026\src\widgets\market,.tsx,3618,no,,,,pending
1016,dashboard2026\src\widgets\market\Watchlist.tsx,dashboard2026\src\widgets\market,.tsx,5228,no,,,,pending
1017,dashboard2026\src\widgets\memecoin\BundleDetector.tsx,dashboard2026\src\widgets\memecoin,.tsx,4697,no,,,,pending
1018,dashboard2026\src\widgets\memecoin\CopyLeaderboard.tsx,dashboard2026\src\widgets\memecoin,.tsx,4336,no,,,,pending
1019,dashboard2026\src\widgets\memecoin\DevDumpWatchdog.tsx,dashboard2026\src\widgets\memecoin,.tsx,5289,no,,,,pending
1020,dashboard2026\src\widgets\memecoin\HolderConcentration.tsx,dashboard2026\src\widgets\memecoin,.tsx,3397,no,,,,pending
1021,dashboard2026\src\widgets\memecoin\HoneypotChecker.tsx,dashboard2026\src\widgets\memecoin,.tsx,6066,no,,,,pending
1022,dashboard2026\src\widgets\memecoin\LaunchFirehose.tsx,dashboard2026\src\widgets\memecoin,.tsx,5568,no,,,,pending
1023,dashboard2026\src\widgets\memecoin\PairCard.tsx,dashboard2026\src\widgets\memecoin,.tsx,4616,no,,,,pending
1024,dashboard2026\src\widgets\memecoin\RugScore.tsx,dashboard2026\src\widgets\memecoin,.tsx,3475,no,,,,pending
1025,dashboard2026\src\widgets\memecoin\SignalTracker.tsx,dashboard2026\src\widgets\memecoin,.tsx,3978,no,,,,pending
1026,dashboard2026\src\widgets\memecoin\SniperQueue.tsx,dashboard2026\src\widgets\memecoin,.tsx,4002,no,,,,pending
1027,dashboard2026\src\widgets\memecoin\WalletCluster.tsx,dashboard2026\src\widgets\memecoin,.tsx,5074,no,,,,pending
1028,dashboard2026\src\widgets\nft\BidLadder.tsx,dashboard2026\src\widgets\nft,.tsx,4733,no,,,,pending
1029,dashboard2026\src\widgets\nft\CollectionVolume.tsx,dashboard2026\src\widgets\nft,.tsx,4151,no,,,,pending
1030,dashboard2026\src\widgets\nft\RarityLens.tsx,dashboard2026\src\widgets\nft,.tsx,3635,no,,,,pending
1031,dashboard2026\src\widgets\nft\SweepCart.tsx,dashboard2026\src\widgets\nft,.tsx,5778,no,,,,pending
